"","q1","q2","q3","q4","q5","q7","q8","q9","q10","q11","q12","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender3","party2","county","race.st","smp","regionw","age4","agew","turnout3","partyw","region","likelyyn","rv.weight","turnout.score","lv.weight"
"817","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","African American/Black","Landline and Cell Phone",50,"No","Female","Democratic","Duval","Black","Cell","North/Panhandle",3,"45 to 64","Middle","Democratic","North/Panhandle",1,0.753793120384216,0.609688039,0.606685885258377
"818","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","Approve","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","or as a member of another political party","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",48,"No","Female","Democratic","Pasco","White","Cell","Bay Area",3,"45 to 64","Middle","Democratic","Bay Area",1,0.812800347805023,0.546136408,0.628350105088205
"819","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline only",45,"No","Female","Non-Partisan","Collier","Other","Cell","Southwest",3,"45 to 64","Middle","Other","Southwest",1,0.556451916694641,0.62508055,0.452139593415341
"820","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","[DO NOT READ] Don't know/No opinion","Support","Support","Not","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","High school","Hispanic/Latino","Cell Phone only",43,"Yes","Female","Non-Partisan","Pasco","Hispanic","Cell","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.81453675031662,0.60991527,0.655667576155452
"821","Favorable","[DO NOT READ] Don't know/No opinion","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","[DO NOT READ] Don't know/No opinion","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","[DO NOT READ] Don't know/No opinion","Good","Democrat","Eight","Very likely","Some college or trade school","Hispanic/Latino","Cell Phone only",38,"Yes","Female","Democratic","Osceola","Hispanic","Cell","North/Panhandle",2,"30 to 44","Middle","Democratic","North/Panhandle",1,0.62942510843277,0.622863123,0.196022844681237
"822","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Oppose","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Asian","Landline and Cell Phone",31,"No","Female","Democratic","Broward","Other","Cell","Southeast",2,"30 to 44","Middle","Democratic","Southeast",1,0.698703408241272,0.543661222,0.539280678490643
"823","Unfavorable","Favorable","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",32,"Yes","Female","Republican","St Johns","Hispanic","Cell","North/Panhandle",2,"30 to 44","Middle","Republican","North/Panhandle",1,0.782390117645264,0.597125725,0.624787691547319
"824","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Jill Stein, the Green Party candidate","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",27,"No","Female","Democratic","Palm Beach","Other","Cell","Southeast",1,"18 to 29","Middle","Democratic","Southeast",1,0.585230767726898,0.516015929,0.443609583300054
"825","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Refused","Landline and Cell Phone",22,"No","Female","Democratic","Brevard","Black","Landline","Central",1,"18 to 29","Middle","Democratic","Central",1,1.05457520484924,0.559634992,0.822376195589224
"826","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Nine","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",72,"Yes","Male","Non-Partisan","Palm Beach","Hispanic","Cell","Southeast",4,"65+","Low","Other","Southeast",1,1.1859233379364,0.303834083,0.773123633320342
"827","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Nine","Very likely","Some college or trade school","Caucasian/White","Cell Phone only",19,"No","Female","Democratic","Marion","White","Cell","Central",1,"18 to 29","Middle","Democratic","Central",1,0.925361454486847,0.581135027,0.731560703699729
"828","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Real threat","Support","[DO NOT READ] Don't know/No opinion","Republican","Six","Somewhat likely","High school","Caucasian/White","Cell Phone only",21,"No","Female","Republican","Flagler","White","Cell","Central",1,"18 to 29","Low","Republican","Central",0,1.96925270557404,0.154390862,0.152017311354704
"829","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","[DO NOT READ] Don't know/No opinion","Oppose","Not","[DO NOT READ] Don't know/No opinion","Excellent","Democrat","Ten (definitely will vote)","Very likely","High school","African American/Black","Landline and Cell Phone",19,"No","Female","Democratic","Alachua","Black","Cell","North/Panhandle",1,"18 to 29","Middle","Democratic","North/Panhandle",1,0.692726492881775,0.581135027,0.547647060666757
"830","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",18,"No","Female","Republican","Leon","White","Cell","North/Panhandle",1,"18 to 29","Middle","Republican","North/Panhandle",1,0.755566418170929,0.759177919,0.664587879214326
"831","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Real threat","Oppose","Excellent","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",19,"No","Female","Republican","Leon","White","Cell","North/Panhandle",1,"18 to 29","High","Republican","North/Panhandle",1,0.936053991317749,0.912872581,0.89527600669564
"832","Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Not","Support","Good","Democrat","Ten (definitely will vote)","Almost certain","High school","Hispanic/Latino","Cell Phone only",63,"Yes","Male","Democratic","Palm Beach","Hispanic","Cell","Southeast",3,"45 to 64","Middle","Democratic","Southeast",1,0.625261068344116,0.663701834,0.520123993066453
"833","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",63,"Yes","Male","Republican","Manatee","Hispanic","Cell","Bay Area",3,"45 to 64","Middle","Republican","Bay Area",1,0.730893313884735,0.663701834,0.607994273384186
"834","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Good","Independent (No party)","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",59,"No","Male","Non-Partisan","Seminole","White","Cell","Central",3,"45 to 64","Middle","Other","Central",1,0.884450972080231,0.634239673,0.72270243414069
"835","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Hispanic/Latino","Landline and Cell Phone",58,"Yes","Male","Republican","Walton","White","Cell","North/Panhandle",3,"45 to 64","Middle","Republican","North/Panhandle",1,0.685754120349884,0.566104582,0.536981335002666
"836","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",27,"No","Female","Democratic","Alachua","White","Cell","North/Panhandle",1,"18 to 29","Middle","Democratic","North/Panhandle",1,0.607845485210419,0.516015929,0.460751719278787
"837","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Real threat","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","High school","[DO NOT READ] Other/Something else (specify)","Cell Phone only",53,"No","Male","Republican","Pinellas","White","Cell","Bay Area",3,"45 to 64","Middle","Republican","Bay Area",1,0.842692494392395,0.606108944,0.676727976142648
"838","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Real threat","Oppose","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",54,"No","Male","Republican","Brevard","White","Cell","Central",3,"45 to 64","Middle","Republican","Central",1,1.04397249221802,0.611883505,0.841381020461968
"839","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Not","Oppose","Good","Republican","Seven","Very likely","Graduate or Professional degree","Hispanic/Latino","Landline and Cell Phone",24,"Yes","Female","Republican","Pinellas","Hispanic","Cell","Bay Area",1,"18 to 29","Middle","Republican","Bay Area",1,0.805298805236816,0.552749158,0.222564118266528
"840","Favorable","Favorable","[DO NOT READ] Don't know/No opinion","Jill Stein, the Green Party candidate","Marco Rubio, the Republican","Approve","Support","Oppose","Real threat","Oppose","Good","Democrat","Nine","Almost certain","Graduate or Professional degree","Caucasian/White","Landline only",43,"No","Male","Democratic","Duval","White","Cell","North/Panhandle",2,"30 to 44","Middle","Democratic","North/Panhandle",1,0.605292916297913,0.60991527,0.487235154385421
"841","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",23,"No","Male","Republican","Duval","Other","Cell","North/Panhandle",1,"18 to 29","Middle","Republican","North/Panhandle",1,0.464329898357391,0.58510959,0.368006887405013
"842","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Oppose","Not","Oppose","Good","[DO NOT READ] Refused","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Cell Phone only",19,"No","Male","Non-Partisan","Polk","Hispanic","Cell","Bay Area",1,"18 to 29","Middle","Other","Bay Area",1,0.569047212600708,0.581135027,0.449870239645324
"843","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",19,"No","Male","Republican","Orange","White","Landline","Central",1,"18 to 29","High","Republican","Central",1,1.18856978416443,0.912872581,1.13679127477233
"844","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",19,"Yes","Male","Democratic","Alachua","Hispanic","Cell","North/Panhandle",1,"18 to 29","Middle","Democratic","North/Panhandle",1,0.43972709774971,0.581135027,0.347633958066696
"845","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Oppose","Support","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",30,"No","Male","Non-Partisan","Duval","White","Cell","North/Panhandle",2,"30 to 44","Middle","Other","North/Panhandle",1,0.63742458820343,0.573997587,0.501652381544622
