"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"718","Favorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Approve","[DO NOT READ] Don't know/No opinion","Oppose","Not","Oppose","Support","Independent (No party)","Four","Not very likely","Some college or trade school","Caucasian/White","Cell Phone Only",41,"No","F","Non-Partisan","Catawba","White","Cell","Western",2,"Middle","White","Other","Western",0.963609099388123,0,0.797230574,0.384109317708408
"719","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Support","Not","Oppose","Oppose","Republican","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline and Cell Phone",71,"No","M","Democratic","Catawba","White","Landline","Western",4,"High","White","Democratic","Western",0.468477755784988,1,0.982679498,0.464420620831974
"720","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",64,"No","M","Republican","Brunswick","White","Cell","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.994930725,0.709461098894039
"721","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",55,"No","M","Republican","Randolph","White","Landline","Piedmont-Triad",3,"High","White","Republican","Piedmont-Triad",0.875237882137299,1,0.994191398,0.872695927880969
"722","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","or as a member of another political party","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",51,"No","M","Democratic","Cabarrus","White","Cell","Southwest",3,"High","White","Democratic","Southwest",1.20930206775665,1,0.964387323,1.18776882578943
"723","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Support","Oppose","Real threat","Support","Support","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Cell Phone Only",53,"No","M","Democratic","Moore","Black","Cell","East/ South Central",3,"High","Black","Democratic","East/ South Central",0.755904197692871,1,0.953274753,0.738244292520103
"724","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",32,"No","F","Non-Partisan","Haywood","White","Cell","Western",2,"Middle","White","Other","Western",0.963609099388123,1,0.728346427,0.832725171976075
"725","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Support","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",56,"No","F","Non-Partisan","Cabarrus","White","Cell","Southwest",3,"High","White","Other","Southwest",1.42257392406464,1,0.939278696,1.37938365221184
"726","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Someone else (specify)","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Favor","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",58,"No","F","Republican","Cabarrus","White","Cell","Southwest",3,"High","White","Republican","Southwest",1.7305850982666,1,0.994762851,1.7260534322582
"727","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",70,"No","F","Non-Partisan","Catawba","White","Landline","Western",4,"High","White","Other","Western",0.551096618175507,1,0.992361766,0.54899191571239
"728","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Hispanic/Latino","Cell Phone Only",36,"Yes","F","Non-Partisan","Wake","White","Cell","North Central",2,"High","White","Other","North Central",1.64018070697784,1,0.990640371,1.63250496552271
"729","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Favor","Approve","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",40,"No","F","Non-Partisan","Brunswick","White","Cell","East/ South Central",2,"Low","White","Other","East/ South Central",0.652522623538971,1,0.204291073,0.392913585229261
"730","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",51,"No","M","Republican","Brunswick","White","Landline","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.954638658,0.695131952637327
"731","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","[DO NOT READ] Don't know/No opinion","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Cell Phone Only",48,"No","M","Non-Partisan","Alleghany","White","Cell","Western",3,"Low","White","Other","Western",0.360115736722946,1,0.326630731,0.238870301526683
"732","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Oppose","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Independent (No party)","Five","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",40,"No","M","Non-Partisan","Mecklenburg","White","Landline","Southwest",2,"Middle","White","Other","Southwest",1.48530292510986,0,0.696619476,0.51734547269565
"733","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",82,"No","F","Non-Partisan","Alamance","White","Landline","Piedmont-Triad",4,"High","White","Other","Piedmont-Triad",0.748262405395508,1,0.988525801,0.743969549523644
"734","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Real threat","Support","Oppose","Republican","Nine","Almost certain","High school","Caucasian/White","Cell Phone Only",35,"No","F","Non-Partisan","Pender","White","Cell","East/ South Central",2,"Low","White","Other","East/ South Central",0.652522623538971,1,0.325877661,0.432582584923717
"735","Favorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Real threat","Oppose","Oppose","Republican","Eight","Very likely","Some college or trade school","Caucasian/White","Landline Only",58,"No","M","Republican","Cabarrus","White","Landline","Southwest",3,"Middle","White","Republican","Southwest",1.45213198661804,0,0.806251522,0.58539181217784
"736","Favorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Seven","Not very likely","High school","Hispanic/Latino","Cell Phone Only",42,"Yes","M","Non-Partisan","Johnston","Hispanic","Cell","North Central",2,"Low","Hispanic","Other","North Central",0.615575730800629,0,0.307241119,0.094565088180214
"737","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",55,"No","M","Republican","Harnett","White","Landline","North Central",3,"High","White","Republican","North Central",1.21504092216492,1,0.950270441,1.18482919755181
"738","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Support","Support","Real threat","Oppose","Oppose","or as a member of another political party","Nine","Very likely","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone Only",23,"No","F","Non-Partisan","Granville","White","Cell","North Central",1,"Low","White","Other","North Central",1.24463653564453,1,0.205043705,0.749920711145725
"739","[DO NOT READ] Don't know/No opinion","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","[DO NOT READ] Don't know/Refused","Bachelors' degree","Caucasian/White","Landline Only",79,"No","M","Non-Partisan","Catawba","White","Landline","Western",4,"High","White","Other","Western",0.417578369379044,0,0.988588617,0.206406611336772
"740","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline Only",0,"No","F","Democratic","Brunswick","White","Landline","East/ South Central",4,"High","White","Democratic","East/ South Central",0.682204484939575,1,0.987547828,0.677957021146756
"741","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","High school","[DO NOT READ] Other/Something else (specify)","Cell Phone Only",45,"No","M","Democratic","Henderson","White","Cell","Western",3,"High","White","Democratic","Western",0.59447056055069,1,0.991101407,0.591825584766278
"742","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",35,"No","M","Non-Partisan","Carteret","White","Cell","East/ South Central",2,"High","White","Other","East/ South Central",0.727511942386627,1,0.986508469,0.722604317424837
